Run_ID;CSV_Origem;Trajectory_ID;VIN;Modelo;Distancia_SUMO_km;Num_Pontos_Trajeto_Original;Num_Pontos_Trajeto_com_Offset;Diferenca_Num_Pontos;Diferenca_Num_Pontos_Percentual;Distancia_Trajeto_Original_km;Distancia_Trajeto_com_Offset_km;Diferenca_Distancia_km;Offset_Cancelado;Tentativas_MapMatching;Pontos_Descartados_MapMatching;Start_Lat_Original;Start_Lon_Original;End_Lat_Original;End_Lon_Original;Start_Lat_com_Offset;Start_Lon_com_Offset;End_Lat_com_Offset;End_Lon_com_Offset;Diferenca_Distancia_Percentual;Offset_X_Graus;Offset_Y_Graus;Raio_Maximo_km
66;vehicles_step_sim_6.csv;vehicles_step_sim_6__run066__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0002;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7917;-73,9621;40,7917;-73,9619;-0,0109;0,0161;-0,0015;2,0000
67;vehicles_step_sim_6.csv;vehicles_step_sim_6__run067__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;-0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7793;-73,9633;40,7793;-73,9631;-0,0025;0,0037;-0,0026;2,0000
68;vehicles_step_sim_6.csv;vehicles_step_sim_6__run068__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7681;-73,9665;40,7681;-73,9662;0,0052;-0,0076;-0,0058;2,0000
69;vehicles_step_sim_6.csv;vehicles_step_sim_6__run069__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4244;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7617;-73,9682;40,7618;-73,9680;0,0095;-0,0139;-0,0075;2,0000
70;vehicles_step_sim_6.csv;vehicles_step_sim_6__run070__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4244;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7604;-73,9543;40,7604;-73,9540;0,0104;-0,0153;0,0064;2,0000
71;vehicles_step_sim_6.csv;vehicles_step_sim_6__run071__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4244;0,0002;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7592;-73,9537;40,7592;-73,9534;0,0112;-0,0165;0,0070;2,0000
72;vehicles_step_sim_6.csv;vehicles_step_sim_6__run072__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4244;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7608;-73,9515;40,7609;-73,9512;0,0101;-0,0148;0,0092;2,0000
73;vehicles_step_sim_6.csv;vehicles_step_sim_6__run073__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7693;-73,9636;40,7693;-73,9634;0,0043;-0,0064;-0,0030;2,0000
74;vehicles_step_sim_6.csv;vehicles_step_sim_6__run074__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7725;-73,9515;40,7725;-73,9513;0,0021;-0,0031;0,0092;2,0000
75;vehicles_step_sim_6.csv;vehicles_step_sim_6__run075__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7741;-73,9650;40,7742;-73,9647;0,0010;-0,0015;-0,0043;2,0000
76;vehicles_step_sim_6.csv;vehicles_step_sim_6__run076__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;-0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7760;-73,9526;40,7760;-73,9524;-0,0002;0,0003;0,0081;2,0000
77;vehicles_step_sim_6.csv;vehicles_step_sim_6__run077__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7741;-73,9641;40,7741;-73,9638;0,0010;-0,0015;-0,0034;2,0000
78;vehicles_step_sim_6.csv;vehicles_step_sim_6__run078__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7881;-73,9492;40,7882;-73,9489;-0,0085;0,0125;0,0115;2,0000
79;vehicles_step_sim_6.csv;vehicles_step_sim_6__run079__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;-0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7800;-73,9584;40,7801;-73,9581;-0,0030;0,0044;0,0023;2,0000
80;vehicles_step_sim_6.csv;vehicles_step_sim_6__run080__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7729;-73,9672;40,7729;-73,9669;0,0019;-0,0027;-0,0065;2,0000
81;vehicles_step_sim_6.csv;vehicles_step_sim_6__run081__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7719;-73,9739;40,7719;-73,9737;0,0026;-0,0038;-0,0132;2,0000
82;vehicles_step_sim_6.csv;vehicles_step_sim_6__run082__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7893;-73,9674;40,7893;-73,9671;-0,0093;0,0136;-0,0067;2,0000
83;vehicles_step_sim_6.csv;vehicles_step_sim_6__run083__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7876;-73,9712;40,7877;-73,9710;-0,0082;0,0120;-0,0106;2,0000
84;vehicles_step_sim_6.csv;vehicles_step_sim_6__run084__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7750;-73,9599;40,7751;-73,9596;0,0004;-0,0006;0,0008;2,0000
85;vehicles_step_sim_6.csv;vehicles_step_sim_6__run085__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7853;-73,9480;40,7854;-73,9477;-0,0066;0,0097;0,0127;2,0000
86;vehicles_step_sim_6.csv;vehicles_step_sim_6__run086__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4244;0,0002;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7597;-73,9529;40,7597;-73,9527;0,0109;-0,0160;0,0078;2,0000
87;vehicles_step_sim_6.csv;vehicles_step_sim_6__run087__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7814;-73,9727;40,7815;-73,9724;-0,0039;0,0058;-0,0120;2,0000
88;vehicles_step_sim_6.csv;vehicles_step_sim_6__run088__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;-0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7772;-73,9605;40,7772;-73,9602;-0,0011;0,0016;0,0002;2,0000
89;vehicles_step_sim_6.csv;vehicles_step_sim_6__run089__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7870;-73,9541;40,7870;-73,9538;-0,0077;0,0113;0,0066;2,0000
90;vehicles_step_sim_6.csv;vehicles_step_sim_6__run090__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7709;-73,9582;40,7709;-73,9579;0,0032;-0,0048;0,0025;2,0000
91;vehicles_step_sim_6.csv;vehicles_step_sim_6__run091__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7647;-73,9541;40,7648;-73,9539;0,0074;-0,0109;0,0065;2,0000
92;vehicles_step_sim_6.csv;vehicles_step_sim_6__run092__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7673;-73,9592;40,7674;-73,9589;0,0057;-0,0083;0,0015;2,0000
93;vehicles_step_sim_6.csv;vehicles_step_sim_6__run093__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4242;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7749;-73,9525;40,7749;-73,9523;0,0005;-0,0007;0,0082;2,0000
94;vehicles_step_sim_6.csv;vehicles_step_sim_6__run094__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7669;-73,9501;40,7669;-73,9499;0,0060;-0,0088;0,0106;2,0000
95;vehicles_step_sim_6.csv;vehicles_step_sim_6__run095__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7867;-73,9504;40,7867;-73,9502;-0,0075;0,0110;0,0103;2,0000
96;vehicles_step_sim_6.csv;vehicles_step_sim_6__run096__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7864;-73,9538;40,7865;-73,9535;-0,0073;0,0108;0,0069;2,0000
97;vehicles_step_sim_6.csv;vehicles_step_sim_6__run097__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0000;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7707;-73,9653;40,7707;-73,9651;0,0034;-0,0049;-0,0047;2,0000
98;vehicles_step_sim_6.csv;vehicles_step_sim_6__run098__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7700;-73,9536;40,7700;-73,9534;0,0038;-0,0056;0,0071;2,0000
99;vehicles_step_sim_6.csv;vehicles_step_sim_6__run099__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4243;0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7692;-73,9558;40,7692;-73,9555;0,0044;-0,0065;0,0049;2,0000
100;vehicles_step_sim_6.csv;vehicles_step_sim_6__run100__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,4243;155;155;0;0,0000;1,4242;1,4241;-0,0001;False;0;0;40,7756;-73,9607;40,7757;-73,9604;40,7840;-73,9687;40,7840;-73,9685;-0,0057;0,0084;-0,0081;2,0000
1;vehicles_step_sim_2.csv;vehicles_step_sim_2__run001__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9687;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7801;-73,9750;40,7771;-73,9768;-0,0031;0,0044;-0,0143;2,0000
2;vehicles_step_sim_2.csv;vehicles_step_sim_2__run002__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7658;-73,9630;40,7628;-73,9649;0,0068;-0,0098;-0,0023;2,0000
3;vehicles_step_sim_2.csv;vehicles_step_sim_2__run003__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7874;-73,9472;40,7845;-73,9490;-0,0082;0,0118;0,0135;2,0000
4;vehicles_step_sim_2.csv;vehicles_step_sim_2__run004__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7884;-73,9555;40,7854;-73,9573;-0,0089;0,0128;0,0052;2,0000
5;vehicles_step_sim_2.csv;vehicles_step_sim_2__run005__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7682;-73,9518;40,7652;-73,9537;0,0052;-0,0075;0,0089;2,0000
6;vehicles_step_sim_2.csv;vehicles_step_sim_2__run006__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7911;-73,9639;40,7881;-73,9657;-0,0107;0,0155;-0,0032;2,0000
7;vehicles_step_sim_2.csv;vehicles_step_sim_2__run007__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7887;-73,9615;40,7857;-73,9634;-0,0091;0,0131;-0,0009;2,0000
8;vehicles_step_sim_2.csv;vehicles_step_sim_2__run008__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7852;-73,9590;40,7822;-73,9609;-0,0066;0,0096;0,0017;2,0000
9;vehicles_step_sim_2.csv;vehicles_step_sim_2__run009__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7855;-73,9743;40,7826;-73,9762;-0,0069;0,0099;-0,0136;2,0000
10;vehicles_step_sim_2.csv;vehicles_step_sim_2__run010__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9688;0,0000;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7728;-73,9618;40,7698;-73,9637;0,0020;-0,0029;-0,0012;2,0000
11;vehicles_step_sim_2.csv;vehicles_step_sim_2__run011__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7701;-73,9542;40,7671;-73,9560;0,0039;-0,0056;0,0065;2,0000
12;vehicles_step_sim_2.csv;vehicles_step_sim_2__run012__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7694;-73,9514;40,7664;-73,9532;0,0043;-0,0062;0,0093;2,0000
13;vehicles_step_sim_2.csv;vehicles_step_sim_2__run013__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7684;-73,9621;40,7654;-73,9640;0,0050;-0,0072;-0,0014;2,0000
14;vehicles_step_sim_2.csv;vehicles_step_sim_2__run014__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7905;-73,9538;40,7875;-73,9557;-0,0103;0,0148;0,0069;2,0000
15;vehicles_step_sim_2.csv;vehicles_step_sim_2__run015__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7659;-73,9694;40,7629;-73,9713;0,0067;-0,0097;-0,0088;2,0000
16;vehicles_step_sim_2.csv;vehicles_step_sim_2__run016__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7664;-73,9591;40,7634;-73,9609;0,0064;-0,0093;0,0016;2,0000
17;vehicles_step_sim_2.csv;vehicles_step_sim_2__run017__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7854;-73,9663;40,7824;-73,9682;-0,0067;0,0097;-0,0056;2,0000
18;vehicles_step_sim_2.csv;vehicles_step_sim_2__run018__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9688;-0,0000;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7767;-73,9475;40,7738;-73,9493;-0,0008;0,0011;0,0132;2,0000
19;vehicles_step_sim_2.csv;vehicles_step_sim_2__run019__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7689;-73,9691;40,7659;-73,9709;0,0047;-0,0068;-0,0084;2,0000
20;vehicles_step_sim_2.csv;vehicles_step_sim_2__run020__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9688;0,0000;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7721;-73,9530;40,7691;-73,9549;0,0025;-0,0036;0,0077;2,0000
21;vehicles_step_sim_2.csv;vehicles_step_sim_2__run021__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7656;-73,9655;40,7626;-73,9673;0,0070;-0,0101;-0,0048;2,0000
22;vehicles_step_sim_2.csv;vehicles_step_sim_2__run022__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7867;-73,9643;40,7837;-73,9662;-0,0077;0,0111;-0,0036;2,0000
23;vehicles_step_sim_2.csv;vehicles_step_sim_2__run023__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9688;0,0000;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7733;-73,9578;40,7703;-73,9597;0,0016;-0,0023;0,0029;2,0000
24;vehicles_step_sim_2.csv;vehicles_step_sim_2__run024__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7922;-73,9578;40,7892;-73,9597;-0,0115;0,0166;0,0029;2,0000
25;vehicles_step_sim_2.csv;vehicles_step_sim_2__run025__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7676;-73,9644;40,7646;-73,9663;0,0056;-0,0080;-0,0037;2,0000
26;vehicles_step_sim_2.csv;vehicles_step_sim_2__run026__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7878;-73,9559;40,7848;-73,9578;-0,0084;0,0122;0,0048;2,0000
27;vehicles_step_sim_2.csv;vehicles_step_sim_2__run027__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9687;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7809;-73,9535;40,7779;-73,9553;-0,0037;0,0053;0,0072;2,0000
28;vehicles_step_sim_2.csv;vehicles_step_sim_2__run028__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9687;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7831;-73,9528;40,7801;-73,9546;-0,0052;0,0074;0,0079;2,0000
29;vehicles_step_sim_2.csv;vehicles_step_sim_2__run029__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7916;-73,9593;40,7886;-73,9612;-0,0111;0,0160;0,0014;2,0000
30;vehicles_step_sim_2.csv;vehicles_step_sim_2__run030__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7698;-73,9587;40,7668;-73,9606;0,0040;-0,0058;0,0020;2,0000
31;vehicles_step_sim_2.csv;vehicles_step_sim_2__run031__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7691;-73,9515;40,7662;-73,9534;0,0045;-0,0065;0,0092;2,0000
32;vehicles_step_sim_2.csv;vehicles_step_sim_2__run032__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7696;-73,9749;40,7666;-73,9768;0,0042;-0,0060;-0,0143;2,0000
33;vehicles_step_sim_2.csv;vehicles_step_sim_2__run033__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9687;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7823;-73,9560;40,7793;-73,9579;-0,0046;0,0067;0,0047;2,0000
34;vehicles_step_sim_2.csv;vehicles_step_sim_2__run034__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9687;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7794;-73,9480;40,7764;-73,9499;-0,0026;0,0038;0,0127;2,0000
35;vehicles_step_sim_2.csv;vehicles_step_sim_2__run035__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7704;-73,9715;40,7674;-73,9734;0,0037;-0,0053;-0,0108;2,0000
36;vehicles_step_sim_2.csv;vehicles_step_sim_2__run036__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9688;0,0000;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7723;-73,9583;40,7693;-73,9601;0,0023;-0,0033;0,0024;2,0000
37;vehicles_step_sim_2.csv;vehicles_step_sim_2__run037__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9686;-0,0001;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7852;-73,9495;40,7822;-73,9513;-0,0066;0,0096;0,0112;2,0000
38;vehicles_step_sim_2.csv;vehicles_step_sim_2__run038__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9687;-0,0000;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7787;-73,9736;40,7758;-73,9754;-0,0022;0,0031;-0,0129;2,0000
39;vehicles_step_sim_2.csv;vehicles_step_sim_2__run039__SUMO_carro_1000__t0001;SUMO_carro_1000;HBEFA4/PC_petrol_Euro-6ab;1,9730;221;221;0;0,0000;1,9688;1,9689;0,0002;False;0;0;40,7756;-73,9607;40,7727;-73,9625;40,7644;-73,9517;40,7614;-73,9535;0,0078;-0,0113;0,0090;2,0000
