# StartTime = 01/19/2024 01:25:31.1282 PM
# FuelCalculationMethod = MassAirFlow
Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (km/h), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Engine RPM (RPM), Mass air flow rate (g/s), Absolute throttle position (%), Fuel level input (%), GPS Speed (km/h), Fuel rate (l/hr), Alcohol fuel percentage (%), Engine fuel rate (l/hr), Vehicle Fuel Rate (g/s), Fuel Remaining (l), Fuel Level Input A (%), Fuel Level Input B (%), Instant fuel economy (l/100 km), Calculated load value (%), Fuel rail pressure (kPa), Fuel rail pressure relative to manifold vacuum (kPa), Accelerator pedal position D (%), Accelerator pedal position E (%)
28.273,-23.03029,-44.54559,13,-0.5904272,0.1253656,-0.3988232,2078.5,15.3,33.72549,84.70588,16.04378,5.09173,32.15686,0,0,11.85882,0,0,39.16712,52.15686,0,0,35.29412,18.03922
28.282,-23.03029,-44.54559,13,-0.5995721,0.06678361,-0.3697841,2078.5,15.3,33.72549,84.70588,16.04378,5.09173,32.15686,0,0,11.85882,0,0,39.16712,52.15686,0,0,35.29412,18.03922
28.282,-23.03029,-44.54559,13,-0.5995721,0.06678361,-0.3697841,2078.5,15.3,33.72549,84.70588,16.04378,5.09173,32.15686,0,0,11.85882,0,0,39.16712,52.15686,0,0,35.29412,18.03922
28.285,-23.03029,-44.54559,13,-0.5995721,0.06678361,-0.3697841,2078.5,15.3,33.72549,84.70588,16.04378,5.09173,32.15686,0,0,11.85882,0,0,39.16712,52.15686,0,0,35.29412,18.03922
29.273,-23.03027,-44.54554,18,-0.2610347,-0.2995675,-0.1368195,1933.5,17.83,34.5098,84.70588,19.75173,5.933695,32.15686,0,0,11.85882,0,0,32.96495,65.88235,0,0,35.29412,18.03922
29.283,-23.03027,-44.54554,18,0.1909939,0.03611431,0.08609843,1933.5,17.83,34.5098,84.70588,19.75173,5.933695,32.15686,0,0,11.85882,0,0,32.96495,65.88235,0,0,35.29412,18.03922
29.285,-23.03027,-44.54554,18,0.1909939,0.03611431,0.08609843,1933.5,17.83,34.5098,84.70588,19.75173,5.933695,32.15686,0,0,11.85882,0,0,32.96495,65.88235,0,0,35.29412,18.03922
29.286,-23.03027,-44.54554,18,0.518069,0.3163453,0.1591261,1933.5,17.83,34.5098,84.70588,19.75173,5.933695,32.15686,0,0,11.85882,0,0,32.96495,65.88235,0,0,35.29412,18.03922
30.277,-23.03024,-44.54549,22,0.1727957,-0.3570084,0.5426622,2003.75,18.07,34.11765,84.70588,24.8165,6.013566,32.15686,0,0,11.85882,0,0,27.33437,56.86274,0,0,33.33333,16.86275
30.279,-23.03024,-44.54549,22,0.1727957,-0.3570084,0.5426622,2003.75,18.07,34.11765,84.70588,24.8165,6.013566,32.15686,0,0,11.85882,0,0,27.33437,56.86274,0,0,33.33333,16.86275
30.280,-23.03024,-44.54549,22,0.1727957,-0.3570084,0.5426622,2003.75,18.07,34.11765,84.70588,24.8165,6.013566,32.15686,0,0,11.85882,0,0,27.33437,56.86274,0,0,33.33333,16.86275
30.288,-23.03024,-44.54549,22,0.2551355,-0.4369615,0.3472169,2003.75,18.07,34.11765,84.70588,24.8165,6.013566,32.15686,0,0,11.85882,0,0,27.33437,56.86274,0,0,33.33333,16.86275
31.264,-23.0302,-44.54542,26,-0.4883661,0.1960108,1.227428,1559,14.36,33.33333,84.70588,27.63869,4.778904,32.15686,0,0,11.85882,0,0,18.38039,63.52941,0,0,32.15686,16.07843
31.276,-23.0302,-44.54542,26,-0.4883661,0.1960108,1.227428,1559,14.36,33.33333,84.70588,27.63869,4.778904,32.15686,0,0,11.85882,0,0,18.38039,63.52941,0,0,32.15686,16.07843
31.277,-23.0302,-44.54542,26,-0.4883661,0.1960108,1.227428,1559,14.36,33.33333,84.70588,27.63869,4.778904,32.15686,0,0,11.85882,0,0,18.38039,63.52941,0,0,32.15686,16.07843
31.280,-23.0302,-44.54542,26,-1.323706,-1.055662,1.288879,1559,14.36,33.33333,84.70588,27.63869,4.778904,32.15686,0,0,11.85882,0,0,18.38039,63.52941,0,0,32.15686,16.07843
32.266,-23.03017,-44.54535,28,0.2687918,-0.8922095,0.268003,1686.5,13.88,32.94118,93.72549,28.22172,4.619164,32.15686,0,0,13.12157,0,0,16.497,60,0,0,31.37255,15.68627
32.270,-23.03017,-44.54535,28,0.2687918,-0.8922095,0.268003,1686.5,13.88,32.94118,93.72549,28.22172,4.619164,32.15686,0,0,13.12157,0,0,16.497,60,0,0,31.37255,15.68627
32.272,-23.03017,-44.54535,28,0.2687918,-0.8922095,0.268003,1686.5,13.88,32.94118,93.72549,28.22172,4.619164,32.15686,0,0,13.12157,0,0,16.497,60,0,0,31.37255,15.68627
32.274,-23.03017,-44.54535,28,0.2687918,-0.8922095,0.268003,1686.5,13.88,32.94118,93.72549,28.22172,4.619164,32.15686,0,0,13.12157,0,0,16.497,60,0,0,31.37255,15.68627
33.266,-23.03013,-44.54528,29,0.5756382,0.06316019,-0.04289044,1688.5,14.49,32.54902,93.72549,28.97838,4.822167,32.15686,0,0,13.12157,0,0,16.62815,56.86274,0,0,30.58824,15.29412
33.274,-23.03013,-44.54528,29,0.2943878,0.1578057,0.3800346,1688.5,14.49,32.54902,93.72549,28.97838,4.822167,32.15686,0,0,13.12157,0,0,16.62815,56.86274,0,0,30.58824,15.29412
33.278,-23.03013,-44.54528,29,0.2943878,0.1578057,0.3800346,1688.5,14.49,32.54902,93.72549,28.97838,4.822167,32.15686,0,0,13.12157,0,0,16.62815,56.86274,0,0,30.58824,15.29412
33.286,-23.03013,-44.54528,29,0.002180401,0.5229321,0.8091078,1688.5,14.49,32.54902,93.72549,28.97838,4.822167,32.15686,0,0,13.12157,0,0,16.62815,56.86274,0,0,30.58824,15.29412
34.268,-23.0301,-44.54521,31,0.4501032,0.2063036,0.1802593,1414,11.85,31.76471,93.72549,29.76948,3.943594,32.15686,0,0,13.12157,0,0,12.72126,57.64706,0,0,30.58824,15.68627
34.273,-23.0301,-44.54521,31,0.5549696,0.1482246,-0.2131429,1414,11.85,31.76471,93.72549,29.76948,3.943594,32.15686,0,0,13.12157,0,0,12.72126,57.64706,0,0,30.58824,15.68627
34.276,-23.0301,-44.54521,31,0.5549696,0.1482246,-0.2131429,1414,11.85,31.76471,93.72549,29.76948,3.943594,32.15686,0,0,13.12157,0,0,12.72126,57.64706,0,0,30.58824,15.68627
34.280,-23.0301,-44.54521,31,0.5549696,0.1482246,-0.2131429,1414,11.85,31.76471,93.72549,29.76948,3.943594,32.15686,0,0,13.12157,0,0,12.72126,57.64706,0,0,30.58824,15.68627
35.242,-23.03006,-44.54513,33,-0.4127631,0.3135382,0.07274583,1466.25,11.59,31.76471,93.72549,34.18405,3.857068,32.15686,0,0,13.12157,0,0,11.68808,57.64706,0,0,30.58824,15.68627
35.249,-23.03006,-44.54513,33,-0.4127631,0.3135382,0.07274583,1466.25,11.59,31.76471,93.72549,34.18405,3.857068,32.15686,0,0,13.12157,0,0,11.68808,57.64706,0,0,30.58824,15.68627
35.251,-23.03006,-44.54513,33,-1.229138,0.5093892,0.3215769,1466.25,11.59,31.76471,93.72549,34.18405,3.857068,32.15686,0,0,13.12157,0,0,11.68808,57.64706,0,0,30.58824,15.68627
35.253,-23.03006,-44.54513,33,-1.229138,0.5093892,0.3215769,1466.25,11.59,31.76471,93.72549,34.18405,3.857068,32.15686,0,0,13.12157,0,0,11.68808,57.64706,0,0,30.58824,15.68627
36.259,-23.03003,-44.54503,35,-0.5798756,-0.7793867,0.4832483,1514.5,11.92,27.05882,93.72549,35.02636,3.96689,32.15686,0,0,13.12157,0,0,11.33396,31.76471,0,0,20.78431,10.58823
36.265,-23.03003,-44.54503,35,-0.5798756,-0.7793867,0.4832483,1514.5,11.92,27.05882,93.72549,35.02636,3.96689,32.15686,0,0,13.12157,0,0,11.33396,31.76471,0,0,20.78431,10.58823
36.266,-23.03003,-44.54503,35,-0.5798756,-0.7793867,0.4832483,1514.5,11.92,27.05882,93.72549,35.02636,3.96689,32.15686,0,0,13.12157,0,0,11.33396,31.76471,0,0,20.78431,10.58823
36.271,-23.03003,-44.54503,35,-0.5798756,-0.7793867,0.4832483,1514.5,11.92,27.05882,93.72549,35.02636,3.96689,32.15686,0,0,13.12157,0,0,11.33396,31.76471,0,0,20.78431,10.58823
37.261,-23.02999,-44.54494,34,0.6144587,-0.3306417,1.343825,1492,5.07,21.96078,83.13725,35.06396,1.687259,32.15686,0,0,11.63922,0,0,4.962524,23.92157,0,0,20.78431,10.58823
37.267,-23.02999,-44.54494,34,0.6144587,-0.3306417,1.343825,1492,5.07,21.96078,83.13725,35.06396,1.687259,32.15686,0,0,11.63922,0,0,4.962524,23.92157,0,0,20.78431,10.58823
37.269,-23.02999,-44.54494,34,0.6144587,-0.3306417,1.343825,1492,5.07,21.96078,83.13725,35.06396,1.687259,32.15686,0,0,11.63922,0,0,4.962524,23.92157,0,0,20.78431,10.58823
37.277,-23.02999,-44.54494,34,0.6144587,-0.3306417,1.343825,1492,5.07,21.96078,83.13725,35.06396,1.687259,32.15686,0,0,11.63922,0,0,4.962524,23.92157,0,0,20.78431,10.58823
38.266,-23.02995,-44.54485,33,0.2110326,-0.3709918,0.5573698,1364,4.97,21.96078,83.13725,31.83496,1.65398,32.15686,0,0,11.63922,0,0,5.012057,27.84314,0,0,20.78431,10.58823
38.271,-23.02995,-44.54485,33,0.2110326,-0.3709918,0.5573698,1364,4.97,21.96078,83.13725,31.83496,1.65398,32.15686,0,0,11.63922,0,0,5.012057,27.84314,0,0,20.78431,10.58823
38.275,-23.02995,-44.54485,33,0.2110326,-0.3709918,0.5573698,1364,4.97,21.96078,83.13725,31.83496,1.65398,32.15686,0,0,11.63922,0,0,5.012057,27.84314,0,0,20.78431,10.58823
38.282,-23.02995,-44.54485,33,0.2110326,-0.3709918,0.5573698,1364,4.97,21.96078,83.13725,31.83496,1.65398,32.15686,0,0,11.63922,0,0,5.012057,27.84314,0,0,20.78431,10.58823
39.260,-23.02992,-44.54477,28,0.02591847,-0.2605822,-0.1723939,1172.25,4.51,20.78431,83.13725,26.26842,1.500896,32.15686,0,0,11.63922,0,0,5.360337,27.45098,0,0,20.78431,10.58823
39.266,-23.02992,-44.54477,28,-0.7987434,0.1868748,0.2774772,1172.25,4.51,20.78431,83.13725,26.26842,1.500896,32.15686,0,0,11.63922,0,0,5.360337,27.45098,0,0,20.78431,10.58823
39.267,-23.02992,-44.54477,28,-0.7987434,0.1868748,0.2774772,1172.25,4.51,20.78431,83.13725,26.26842,1.500896,32.15686,0,0,11.63922,0,0,5.360337,27.45098,0,0,20.78431,10.58823
39.273,-23.02992,-44.54477,28,-0.7987434,0.1868748,0.2774772,1172.25,4.51,20.78431,83.13725,26.26842,1.500896,32.15686,0,0,11.63922,0,0,5.360337,27.45098,0,0,20.78431,10.58823
40.248,-23.02989,-44.5447,24,0.1327724,0.01010515,-0.5196691,1221.75,5.21,22.7451,83.13725,20.66638,1.73385,32.15686,0,0,11.63922,0,0,7.224371,30.19608,0,0,20.78431,10.58823
40.254,-23.02989,-44.5447,24,0.7288741,0.0732856,-0.2798831,1221.75,5.21,22.7451,83.13725,20.66638,1.73385,32.15686,0,0,11.63922,0,0,7.224371,30.19608,0,0,20.78431,10.58823
40.255,-23.02989,-44.5447,24,0.7288741,0.0732856,-0.2798831,1221.75,5.21,22.7451,83.13725,20.66638,1.73385,32.15686,0,0,11.63922,0,0,7.224371,30.19608,0,0,20.78431,10.58823
40.260,-23.02989,-44.5447,24,0.7288741,0.0732856,-0.2798831,1221.75,5.21,22.7451,83.13725,20.66638,1.73385,32.15686,0,0,11.63922,0,0,7.224371,30.19608,0,0,20.78431,10.58823
40.614,-23.02989,-44.5447,24,2.278107,-0.5040737,-2.082564,1221.75,5.21,22.7451,83.13725,20.66638,1.73385,32.15686,0,0,11.63922,0,0,7.224371,30.19608,0,0,20.78431,10.58823
40.636,-23.02989,-44.5447,24,1.977694,-0.5357323,-1.8033,1221.75,5.21,22.7451,83.13725,20.66638,1.73385,32.15686,0,0,11.63922,0,0,7.224371,30.19608,0,0,20.78431,10.58823
41.257,-23.02987,-44.54466,20,3.173261,-0.9427021,-0.5868174,1086,4.81,21.56863,83.13725,15.52276,1.600733,32.15686,0,0,11.63922,0,0,8.00366,32.15686,0,0,20.78431,10.58823
41.262,-23.02987,-44.54466,20,3.173261,-0.9427021,-0.5868174,1086,4.81,21.56863,83.13725,15.52276,1.600733,32.15686,0,0,11.63922,0,0,8.00366,32.15686,0,0,20.78431,10.58823
41.263,-23.02987,-44.54466,20,3.173261,-0.9427021,-0.5868174,1086,4.81,21.56863,83.13725,15.52276,1.600733,32.15686,0,0,11.63922,0,0,8.00366,32.15686,0,0,20.78431,10.58823
41.270,-23.02987,-44.54466,20,3.173261,-0.9427021,-0.5868174,1086,4.81,21.56863,83.13725,15.52276,1.600733,32.15686,0,0,11.63922,0,0,8.00366,32.15686,0,0,20.78431,10.58823
41.272,-23.02987,-44.54466,20,3.146518,-1.102545,-1.255745,1086,4.81,21.56863,83.13725,15.52276,1.600733,32.15686,0,0,11.63922,0,0,8.00366,32.15686,0,0,20.78431,10.58823
41.276,-23.02987,-44.54466,20,3.146518,-1.102545,-1.255745,1086,4.81,21.56863,83.13725,15.52276,1.600733,32.15686,0,0,11.63922,0,0,8.00366,32.15686,0,0,20.78431,10.58823
41.433,-23.02987,-44.54466,15,1.783726,-0.2932889,-0.6981177,1048,4.48,21.56863,66.66666,15.52276,1.490912,32.15686,0,0,9.333333,0,0,9.939404,29.41176,0,0,20.78431,10.58823
42.006,-23.02987,-44.54466,13,0.5217986,-0.6950525,0.273033,1073,4.77,21.56863,66.66666,15.52276,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.250,-23.02986,-44.54464,13,0.1726524,-0.0875092,0.2032076,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.250,-23.02986,-44.54464,13,0.1726524,-0.0875092,0.2032076,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.251,-23.02986,-44.54464,13,0.1726524,-0.0875092,0.2032076,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.252,-23.02986,-44.54464,13,0.1726524,-0.0875092,0.2032076,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.252,-23.02986,-44.54464,13,0.1726524,-0.0875092,0.2032076,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.253,-23.02986,-44.54464,13,0.1726524,-0.0875092,0.2032076,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.256,-23.02986,-44.54464,13,0.08668718,-0.3219551,0.8208067,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
42.258,-23.02986,-44.54464,13,0.08668718,-0.3219551,0.8208067,1073,4.77,21.56863,66.66666,10.04412,1.587422,32.15686,0,0,9.333333,0,0,12.21093,32.94118,0,0,20.78431,10.58823
43.229,-23.02985,-44.54462,10,0.3267829,-0.3455148,-0.7170625,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
43.230,-23.02985,-44.54462,10,0.3267829,-0.3455148,-0.7170625,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
43.231,-23.02985,-44.54462,10,0.3267829,-0.3455148,-0.7170625,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
43.232,-23.02985,-44.54462,10,0.3267829,-0.3455148,-0.7170625,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
43.234,-23.02985,-44.54462,10,0.5015011,-0.3578075,-0.5947788,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
43.235,-23.02985,-44.54462,10,0.5015011,-0.3578075,-0.5947788,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
43.236,-23.02985,-44.54462,10,0.5015011,-0.3578075,-0.5947788,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
43.237,-23.02985,-44.54462,10,0.5015011,-0.3578075,-0.5947788,856.25,4.39,21.17647,66.66666,6.288372,1.46096,32.15686,0,0,9.333333,0,0,14.60959,38.03922,0,0,20.78431,10.58823
44.264,-23.02984,-44.54461,7,-0.1969583,1.395783,-0.007373826,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
44.264,-23.02984,-44.54461,7,-0.1969583,1.395783,-0.007373826,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
44.265,-23.02984,-44.54461,7,-0.2144043,1.441993,0.05440608,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
44.266,-23.02984,-44.54461,7,-0.2144043,1.441993,0.05440608,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
44.276,-23.02984,-44.54461,7,0.01011817,1.572323,0.1244694,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
44.277,-23.02984,-44.54461,7,0.01011817,1.572323,0.1244694,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
44.278,-23.02984,-44.54461,7,0.01011817,1.572323,0.1244694,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
44.280,-23.02984,-44.54461,7,0.3553349,1.687039,0.2274215,928.5,4.27,22.35294,66.66666,6.803288,1.421025,32.15686,0,0,9.333333,0,0,20.30034,36.47059,0,0,24.70588,13.33333
45.265,-23.02983,-44.54459,8,0.01618617,-1.097059,-2.19459,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
45.267,-23.02983,-44.54459,8,0.01618617,-1.097059,-2.19459,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
45.271,-23.02983,-44.54459,8,0.640862,-0.5258964,-2.10988,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
45.272,-23.02983,-44.54459,8,0.640862,-0.5258964,-2.10988,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
45.283,-23.02983,-44.54459,8,0.17894,-0.6770123,-2.109013,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
45.287,-23.02983,-44.54459,8,0.8113996,-0.4248102,-1.99219,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
45.292,-23.02983,-44.54459,8,0.8113996,-0.4248102,-1.99219,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
45.293,-23.02983,-44.54459,8,1.162042,0.3242674,-2.026775,1344.75,8.51,28.62745,66.66666,7.414259,2.832067,32.15686,0,0,9.333333,0,0,35.40081,44.31372,0,0,27.45098,13.72549
46.261,-23.02982,-44.54457,11,1.037286,-0.4473977,0.1629194,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
46.263,-23.02982,-44.54457,11,1.037286,-0.4473977,0.1629194,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
46.265,-23.02982,-44.54457,11,1.037286,-0.4473977,0.1629194,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
46.268,-23.02982,-44.54457,11,0.8989912,-0.5523992,0.3276346,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
46.277,-23.02982,-44.54457,11,0.6698078,-0.7681501,0.4408993,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
46.278,-23.02982,-44.54457,11,0.6698078,-0.7681501,0.4408993,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
46.285,-23.02982,-44.54457,11,0.4543581,-0.9367216,0.6235583,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
46.286,-23.02982,-44.54457,11,0.4543581,-0.9367216,0.6235583,1848.25,15.01,34.11765,66.66666,9.743874,4.99522,32.15686,0,0,9.333333,0,0,45.41105,63.92157,0,0,34.5098,17.64706
47.274,-23.0298,-44.54455,16,-0.3032496,-0.4822078,-1.104717,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
47.278,-23.0298,-44.54455,16,-0.3032496,-0.4822078,-1.104717,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
47.283,-23.0298,-44.54455,16,-0.2607932,-0.5991158,-0.6173277,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
47.283,-23.0298,-44.54455,16,-0.2607932,-0.5991158,-0.6173277,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
47.288,-23.0298,-44.54455,16,-0.1226565,-0.8420987,0.2414538,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
47.290,-23.0298,-44.54455,16,-0.1226565,-0.8420987,0.2414538,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
47.298,-23.0298,-44.54455,16,0.03814171,-1.079756,0.9958849,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
47.300,-23.0298,-44.54455,16,0.03814171,-1.079756,0.9958849,2339.25,20.41,35.29412,75.68627,16.71732,6.792301,32.15686,0,0,10.59608,0,0,42.45185,63.13726,0,0,35.68628,18.03922
48.292,-23.02976,-44.5445,18,0.7466919,-0.08434793,0.2132039,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
48.294,-23.02976,-44.5445,18,0.4932806,0.2974352,0.1616029,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
48.297,-23.02976,-44.5445,18,0.4932806,0.2974352,0.1616029,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
48.299,-23.02976,-44.5445,18,0.3935584,0.02782014,0.192189,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
48.300,-23.02976,-44.5445,18,0.3935584,0.02782014,0.192189,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
48.301,-23.02976,-44.5445,18,0.3935584,0.02782014,0.192189,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
48.303,-23.02976,-44.5445,18,0.3935584,0.02782014,0.192189,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
48.303,-23.02976,-44.5445,18,0.3935584,0.02782014,0.192189,1791.5,20.27,37.2549,75.68627,22.97337,6.74571,32.15686,0,0,10.59608,0,0,37.47614,78.43137,0,0,32.15686,16.47059
49.276,-23.02971,-44.54444,23,-0.221677,0.7691848,-0.2095547,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
49.278,-23.02971,-44.54444,23,-0.221677,0.7691848,-0.2095547,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
49.281,-23.02971,-44.54444,23,-0.221677,0.7691848,-0.2095547,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
49.281,-23.02971,-44.54444,23,-0.221677,0.7691848,-0.2095547,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
49.285,-23.02971,-44.54444,23,-0.221677,0.7691848,-0.2095547,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
49.291,-23.02971,-44.54444,23,0.544538,-0.01075847,0.2717428,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
49.293,-23.02971,-44.54444,23,0.544538,-0.01075847,0.2717428,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
49.294,-23.02971,-44.54444,23,0.544538,-0.01075847,0.2717428,2023.25,17.13,32.54902,75.68627,24.65406,5.70074,32.15686,0,0,10.59608,0,0,24.78581,47.84314,0,0,29.80392,14.90196
50.291,-23.02966,-44.54439,24,1.488062,0.03339724,-1.062242,1713,12.2,30.98039,75.68627,25.44923,4.060072,32.15686,0,0,10.59608,0,0,16.91695,38.43137,0,0,20.78431,10.58823
