# StartTime = 01/19/2024 01:25:31.1282 PM
# FuelCalculationMethod = MassAirFlow
Time (sec), Latitude (deg), Longitude (deg), Vehicle speed (km/h), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Engine RPM (RPM), Mass air flow rate (g/s), Absolute throttle position (%), Fuel level input (%), GPS Speed (km/h), Fuel rate (l/hr), Alcohol fuel percentage (%), Engine fuel rate (l/hr), Vehicle Fuel Rate (g/s), Fuel Remaining (l), Fuel Level Input A (%), Fuel Level Input B (%), Instant fuel economy (l/100 km), Calculated load value (%), Fuel rail pressure (kPa), Fuel rail pressure relative to manifold vacuum (kPa), Accelerator pedal position D (%), Accelerator pedal position E (%)
857.271,-23.00187,-44.44384,78,0.8497718,1.077945,0.9453559,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.277,-23.00187,-44.44384,78,0.8497718,1.077945,0.9453559,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.281,-23.00187,-44.44384,78,-0.0797681,-0.3065296,0.5637377,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.283,-23.00187,-44.44384,78,-0.0797681,-0.3065296,0.5637377,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.287,-23.00187,-44.44384,78,-0.0797681,-0.3065296,0.5637377,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.300,-23.00187,-44.44384,78,-0.0797681,-0.3065296,0.5637377,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.306,-23.00187,-44.44384,78,0.9750358,0.218283,0.1261422,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.308,-23.00187,-44.44384,78,0.9750358,0.218283,0.1261422,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.309,-23.00187,-44.44384,78,0.9750358,0.218283,0.1261422,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.310,-23.00187,-44.44384,78,0.9750358,0.218283,0.1261422,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.311,-23.00187,-44.44384,78,0.9750358,0.218283,0.1261422,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
857.312,-23.00187,-44.44384,78,0.9750358,0.218283,0.1261422,1677.25,6.21,25.4902,73.33334,78.15982,2.066643,29.01961,0,0,10.26667,0,0,2.649541,29.01961,0,0,25.09804,12.94118
858.289,-23.00171,-44.44373,78,0.5027652,0.02135135,0.3101331,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.292,-23.00171,-44.44373,78,0.5027652,0.02135135,0.3101331,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.297,-23.00171,-44.44373,78,0.5027652,0.02135135,0.3101331,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.310,-23.00171,-44.44373,78,-0.1182897,0.07942057,-2.184569,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.312,-23.00171,-44.44373,78,-0.1182897,0.07942057,-2.184569,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.319,-23.00171,-44.44373,78,-0.1182897,0.07942057,-2.184569,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.323,-23.00171,-44.44373,78,-0.8993495,0.1345863,-1.258798,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.324,-23.00171,-44.44373,78,-0.8993495,0.1345863,-1.258798,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.325,-23.00171,-44.44373,78,-0.8993495,0.1345863,-1.258798,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.326,-23.00171,-44.44373,78,-0.8993495,0.1345863,-1.258798,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.333,-23.00171,-44.44373,78,-0.8993495,0.1345863,-1.258798,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
858.334,-23.00171,-44.44373,78,-0.8993495,0.1345863,-1.258798,1717.25,8.03,27.05882,73.33334,77.52417,2.672326,29.01961,0,0,10.26667,0,0,3.426056,26.66667,0,0,20.78431,10.58823
859.262,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.268,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.271,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.274,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.274,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.281,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.283,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.285,-23.00156,-44.44361,78,0.5455347,0.8622306,-0.0731535,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.290,-23.00156,-44.44361,78,0.1452417,-0.3317737,-0.1945927,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.298,-23.00156,-44.44361,78,0.1452417,-0.3317737,-0.1945927,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.299,-23.00156,-44.44361,78,0.1452417,-0.3317737,-0.1945927,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
859.299,-23.00156,-44.44361,78,0.1452417,-0.3317737,-0.1945927,1680.5,5.39,22.7451,73.33334,77.94125,1.793753,29.01961,0,0,10.26667,0,0,2.299682,21.56863,0,0,20.78431,10.58823
860.282,-23.00142,-44.44347,78,0.3204231,-0.4077038,-0.7481092,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.288,-23.00142,-44.44347,78,0.5204789,0.09714811,-0.7448211,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.290,-23.00142,-44.44347,78,0.5204789,0.09714811,-0.7448211,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.298,-23.00142,-44.44347,78,0.5204789,0.09714811,-0.7448211,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.299,-23.00142,-44.44347,78,0.5204789,0.09714811,-0.7448211,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.311,-23.00142,-44.44347,78,0.07594892,-0.05782571,-0.2936225,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.317,-23.00142,-44.44347,78,0.07594892,-0.05782571,-0.2936225,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.319,-23.00142,-44.44347,78,0.07594892,-0.05782571,-0.2936225,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.323,-23.00142,-44.44347,78,0.04030817,-0.6167338,0.7673246,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.324,-23.00142,-44.44347,78,0.04030817,-0.6167338,0.7673246,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.327,-23.00142,-44.44347,78,0.04030817,-0.6167338,0.7673246,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
860.330,-23.00142,-44.44347,78,0.04030817,-0.6167338,0.7673246,1681.75,5.35,22.7451,73.33334,77.84236,1.780441,29.01961,0,0,10.26667,0,0,2.282615,21.56863,0,0,20.78431,10.58823
861.256,-23.0013,-44.44331,78,-0.3291201,-0.513981,-0.4708743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.258,-23.0013,-44.44331,78,-0.3291201,-0.513981,-0.4708743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.261,-23.0013,-44.44331,78,-0.3291201,-0.513981,-0.4708743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.275,-23.0013,-44.44331,78,-0.5583094,0.1394777,0.4260743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.276,-23.0013,-44.44331,78,-0.5583094,0.1394777,0.4260743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.278,-23.0013,-44.44331,78,-0.5583094,0.1394777,0.4260743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.283,-23.0013,-44.44331,78,-0.5583094,0.1394777,0.4260743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.284,-23.0013,-44.44331,78,-0.5583094,0.1394777,0.4260743,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.291,-23.0013,-44.44331,78,-0.2779251,-0.2314148,-1.155531,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.291,-23.0013,-44.44331,78,-0.2779251,-0.2314148,-1.155531,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.292,-23.0013,-44.44331,78,-0.2779251,-0.2314148,-1.155531,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
861.293,-23.0013,-44.44331,78,-0.2779251,-0.2314148,-1.155531,1677,5.41,22.7451,73.33334,77.50865,1.800409,29.01961,0,0,10.26667,0,0,2.308215,21.56863,0,0,20.78431,10.58823
862.294,-23.0012,-44.44313,77,-1.333533,0.7989827,2.21231,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.296,-23.0012,-44.44313,77,-1.333533,0.7989827,2.21231,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.304,-23.0012,-44.44313,77,-1.333533,0.7989827,2.21231,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.313,-23.0012,-44.44313,77,0.6687365,-1.094677,-0.8665172,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.317,-23.0012,-44.44313,77,0.6687365,-1.094677,-0.8665172,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.320,-23.0012,-44.44313,77,0.6687365,-1.094677,-0.8665172,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.325,-23.0012,-44.44313,77,0.6687365,-1.094677,-0.8665172,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.328,-23.0012,-44.44313,77,0.6687365,-1.094677,-0.8665172,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.330,-23.0012,-44.44313,77,0.9469043,-0.3894386,1.492241,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.331,-23.0012,-44.44313,77,0.9469043,-0.3894386,1.492241,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.335,-23.0012,-44.44313,77,0.9469043,-0.3894386,1.492241,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
862.337,-23.0012,-44.44313,77,0.9469043,-0.3894386,1.492241,1663.75,5.12,22.35294,84.70588,77.47018,1.703899,29.01961,0,0,11.85882,0,0,2.212854,21.17647,0,0,20.78431,10.58823
863.263,-23.00113,-44.44293,77,0.1292186,-0.1439901,-0.001662961,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.264,-23.00113,-44.44293,77,0.1292186,-0.1439901,-0.001662961,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.265,-23.00113,-44.44293,77,0.1292186,-0.1439901,-0.001662961,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.269,-23.00113,-44.44293,77,0.1292186,-0.1439901,-0.001662961,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.270,-23.00113,-44.44293,77,0.1292186,-0.1439901,-0.001662961,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.274,-23.00113,-44.44293,77,-0.1319852,-0.3232989,-0.2927149,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.276,-23.00113,-44.44293,77,-0.1319852,-0.3232989,-0.2927149,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.277,-23.00113,-44.44293,77,-0.1319852,-0.3232989,-0.2927149,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.281,-23.00113,-44.44293,77,-0.1319852,-0.3232989,-0.2927149,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.282,-23.00113,-44.44293,77,-0.1319852,-0.3232989,-0.2927149,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.282,-23.00113,-44.44293,77,-0.1319852,-0.3232989,-0.2927149,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
863.283,-23.00113,-44.44293,77,-0.1319852,-0.3232989,-0.2927149,1662,5.16,22.35294,84.70588,77.8083,1.717211,29.01961,0,0,11.85882,0,0,2.230142,21.56863,0,0,20.78431,10.58823
864.266,-23.00108,-44.44273,77,0.03356653,-0.05767256,0.5850744,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.271,-23.00108,-44.44273,77,0.03356653,-0.05767256,0.5850744,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.276,-23.00108,-44.44273,77,0.03356653,-0.05767256,0.5850744,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.277,-23.00108,-44.44273,77,0.4663161,-0.04569092,-0.5313862,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.279,-23.00108,-44.44273,77,0.4663161,-0.04569092,-0.5313862,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.280,-23.00108,-44.44273,77,0.4663161,-0.04569092,-0.5313862,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.289,-23.00108,-44.44273,77,0.4663161,-0.04569092,-0.5313862,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.290,-23.00108,-44.44273,77,0.4663161,-0.04569092,-0.5313862,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.291,-23.00108,-44.44273,77,0.4663161,-0.04569092,-0.5313862,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.293,-23.00108,-44.44273,77,0.4663161,-0.04569092,-0.5313862,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.295,-23.00108,-44.44273,77,-0.002800503,-0.1252881,0.8348587,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
864.296,-23.00108,-44.44273,77,-0.002800503,-0.1252881,0.8348587,1666,5.19,22.35294,84.70588,77.37319,1.727195,29.01961,0,0,11.85882,0,0,2.243108,21.56863,0,0,20.78431,10.58823
865.274,-23.00104,-44.44252,77,-1.364285,0.06862901,0.2150218,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.280,-23.00104,-44.44252,77,0.1345846,0.1789221,0.1246636,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.285,-23.00104,-44.44252,77,0.1345846,0.1789221,0.1246636,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.286,-23.00104,-44.44252,77,0.1345846,0.1789221,0.1246636,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.290,-23.00104,-44.44252,77,0.1345846,0.1789221,0.1246636,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.292,-23.00104,-44.44252,77,0.1345846,0.1789221,0.1246636,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.301,-23.00104,-44.44252,77,-0.6250015,-0.3690785,-0.7072101,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.303,-23.00104,-44.44252,77,-0.6250015,-0.3690785,-0.7072101,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.307,-23.00104,-44.44252,77,-0.6250015,-0.3690785,-0.7072101,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.310,-23.00104,-44.44252,77,-0.6250015,-0.3690785,-0.7072101,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.313,-23.00104,-44.44252,77,-0.6250015,-0.3690785,-0.7072101,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
865.314,-23.00104,-44.44252,77,-0.6250015,-0.3690785,-0.7072101,1669,5.18,22.35294,84.70588,77.67524,1.723867,29.01961,0,0,11.85882,0,0,2.238786,20.78431,0,0,20.78431,10.58823
866.294,-23.00101,-44.44231,77,-0.37953,0.02622119,0.06360585,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.299,-23.00101,-44.44231,77,-0.37953,0.02622119,0.06360585,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.307,-23.00101,-44.44231,77,0.7721426,-0.1820686,-0.571883,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.312,-23.00101,-44.44231,77,0.7721426,-0.1820686,-0.571883,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.314,-23.00101,-44.44231,77,0.7721426,-0.1820686,-0.571883,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.319,-23.00101,-44.44231,77,0.7721426,-0.1820686,-0.571883,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.320,-23.00101,-44.44231,77,0.7721426,-0.1820686,-0.571883,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.327,-23.00101,-44.44231,77,0.2763632,0.4775394,0.9624245,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.330,-23.00101,-44.44231,77,0.2763632,0.4775394,0.9624245,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.331,-23.00101,-44.44231,77,0.2763632,0.4775394,0.9624245,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.335,-23.00101,-44.44231,77,0.2763632,0.4775394,0.9624245,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
866.336,-23.00101,-44.44231,77,0.2763632,0.4775394,0.9624245,1672.75,5.26,22.35294,84.70588,76.83574,1.75049,29.01961,0,0,11.85882,0,0,2.273362,21.17647,0,0,20.78431,10.58823
867.275,-23.00099,-44.4421,78,-0.2202921,-0.4778018,1.027457,1683,5.3,22.35294,84.70588,76.64243,1.763802,29.01961,0,0,11.85882,0,0,2.261283,21.17647,0,0,20.78431,10.58823
867.278,-23.00099,-44.4421,78,-0.2202921,-0.4778018,1.027457,1683,5.3,22.35294,84.70588,76.64243,1.763802,29.01961,0,0,11.85882,0,0,2.261283,21.17647,0,0,20.78431,10.58823
867.294,-23.00099,-44.4421,78,0.1318964,-0.1172869,1.412787,1683,5.3,22.35294,84.70588,76.64243,1.763802,29.01961,0,0,11.85882,0,0,2.261283,21.17647,0,0,20.78431,10.58823
867.299,-23.00099,-44.4421,78,0.1318964,-0.1172869,1.412787,1683,5.3,22.35294,84.70588,76.64243,1.763802,29.01961,0,0,11.85882,0,0,2.261283,21.17647,0,0,20.78431,10.58823
867.302,-23.00099,-44.4421,78,0.1318964,-0.1172869,1.412787,1683,5.3,22.35294,84.70588,76.64243,1.763802,29.01961,0,0,11.85882,0,0,2.261283,21.17647,0,0,20.78431,10.58823
867.311,-23.00099,-44.4421,78,-0.8186125,-0.2911074,0.2776856,1683,5.3,22.35294,84.70588,76.64243,1.763802,29.01961,0,0,11.85882,0,0,2.261283,21.17647,0,0,20.78431,10.58823
867.312,-23.00099,-44.4421,78,-0.8186125,-0.2911074,0.2776856,1683,5.3,22.35294,84.70588,76.64243,1.763802,29.01961,0,0,11.85882,0,0,2.261283,21.17647,0,0,20.78431,10.58823
